LookupID,Geo Place Name,Year,Borough
9641,Mott Haven and Melrose (CD1),2010,Bronx
9642,South Beach - Tottenville,2019,Staten Island
9643,South Beach - Tottenville,2012,Staten Island
9644,South Beach - Tottenville,2019,Staten Island
9645,East New York,2011,Brooklyn
9646,East New York,2009,Brooklyn
9647,South Beach - Tottenville,2017,Staten Island
9648,South Beach - Tottenville,2011,Staten Island
9649,South Beach - Tottenville,2014,Staten Island
9650,South Beach - Tottenville,2016,Staten Island
9651,South Beach - Tottenville,2020,Staten Island
9652,Bayside - Little Neck,2015,Queens
9653,Rockaway and Broad Channel (CD14),2020,Queens
9654,Rockaway and Broad Channel (CD14),2018,Queens
9655,Williamsburg - Bushwick,2015,Brooklyn
9656,Staten Island,2012,Staten Island
9657,Staten Island,2015,Staten Island
9658,Staten Island,2015,Staten Island
9659,Pelham - Throgs Neck,2012,Bronx
9660,Pelham - Throgs Neck,2005,Bronx
9661,Pelham - Throgs Neck,2005,Bronx
9662,Sunset Park,2013,Brooklyn
9663,Bayside Little Neck-Fresh Meadows,2021,Queens
9664,Bayside - Little Neck,2019,Queens
9665,Upper West Side,2005,Manhattan
9666,Bayside - Little Neck,2015,Queens
9667,Williamsburg - Bushwick,2017,Brooklyn
9668,Williamsburg - Bushwick,2017,Brooklyn
9669,Upper West Side,2017,Manhattan
9670,South Beach - Tottenville,2018,Staten Island
9671,Bensonhurst - Bay Ridge,2014,Brooklyn
9672,Washington Heights,2012,Manhattan
9673,Kingsbridge - Riverdale,2012,Bronx
9674,Long Island City - Astoria,2012,Queens
9675,Kingsbridge - Riverdale,2017,Bronx
9676,Northern SI,2014,Staten Island
9677,Bensonhurst - Bay Ridge,2021,Brooklyn
9678,Northern SI,2012,Staten Island
9679,Northern SI,2013,Staten Island
9680,Northern SI,2021,Staten Island
9681,Williamsburg - Bushwick,2022,Brooklyn
9682,Long Island City - Astoria,2017,Queens
9683,Greenpoint,2005,Brooklyn
9684,Long Island City - Astoria,2012,Queens
9685,Kingsbridge - Riverdale,2017,Bronx
9686,Kingsbridge - Riverdale,2019,Bronx
9687,Washington Heights,2017,Manhattan
9688,Washington Heights,2019,Manhattan
9689,Port Richmond,2013,Staten Island
9690,Long Island City - Astoria,2008,Queens
9691,Port Richmond,2015,Staten Island
9692,Bensonhurst - Bay Ridge,2022,Brooklyn
9693,Northern SI,2022,Staten Island
9694,Bensonhurst - Bay Ridge,2022,Brooklyn
9695,Central Harlem (CD10),2015,Manhattan
9696,Central Harlem (CD10),2018,Manhattan
9697,Port Richmond,2022,Staten Island
9698,Washington Heights,2013,Manhattan
9699,Williamsburg - Bushwick,2018,Brooklyn
9700,Williamsburg - Bushwick,2021,Brooklyn
9701,Central Harlem (CD10),2015,Manhattan
9702,Central Harlem (CD10),2019,Manhattan
9703,Bayside - Little Neck,2009,Queens
9704,Bayside - Little Neck,2017,Queens
9705,Pelham - Throgs Neck,2011,Bronx
9706,Staten Island,2022,Staten Island
9707,Sunset Park,2011,Brooklyn
9708,Southeast Queens,2016,Queens
9709,Southeast Queens,2011,Queens
9710,Southeast Queens,2020,Queens
9711,Pelham - Throgs Neck,2019,Bronx
9712,Bayside Little Neck-Fresh Meadows,2022,Queens
9713,Southeast Queens,2022,Queens
9714,Kingsbridge Heights and Bedford (CD7),2015,Bronx
9715,Staten Island,2009,Staten Island
9716,Staten Island,2014,Staten Island
9717,Kingsbridge Heights and Bedford (CD7),2015,Bronx
9718,Sunset Park (CD7),2017,Brooklyn
9719,Kingsbridge Heights and Bedford (CD7),2016,Bronx
9720,Sunset Park (CD7),2015,Brooklyn
9721,Sunset Park (CD7),2019,Brooklyn
9722,Rockaway and Broad Channel (CD14),2015,Queens
9723,Rockaway and Broad Channel (CD14),2019,Queens
9724,Williamsburg - Bushwick,2010,Brooklyn
9725,Williamsburg - Bushwick,2012,Brooklyn
9726,Williamsburg - Bushwick,2015,Brooklyn
9727,South Beach - Tottenville,2022,Staten Island
9728,Upper West Side,2014,Manhattan
9729,Bayside - Little Neck,2005,Queens
9730,Staten Island,2005,Staten Island
9731,Pelham - Throgs Neck,2005,Bronx
9732,Williamsburg - Bushwick,2005,Brooklyn
9733,Williamsburg - Bushwick,2017,Brooklyn
9734,Pelham - Throgs Neck,2015,Bronx
9735,Northeast Bronx,2010,Bronx
9736,Ridgewood - Forest Hills,2021,Queens
9737,Greenpoint,2021,Brooklyn
9738,Downtown - Heights - Slope,2010,Brooklyn
9739,Ridgewood - Forest Hills,2010,Queens
9740,Kingsbridge - Riverdale,2013,Bronx
9741,Central Harlem - Morningside Heights,2013,Manhattan
9742,Central Harlem - Morningside Heights,2021,Manhattan
9743,Morrisania and Crotona (CD3),2009,Bronx
9744,Greenwich Village - SoHo,2016,Manhattan
9745,Greenwich Village - SoHo,2018,Manhattan
9746,Jamaica,2013,Queens
9747,Brooklyn,2021,Brooklyn
9748,Brooklyn,2021,Brooklyn
9749,Southwest Queens,2012,Queens
9750,Gramercy Park - Murray Hill,2012,Manhattan
9751,Jackson Heights (CD3),2009,Queens
9752,Bedford Stuyvesant (CD3),2009,Brooklyn
9753,Elmhurst and Corona (CD4),2009,Queens
9754,Southwest Queens,2021,Queens
9755,Hunts Point - Mott Haven,2010,Bronx
9756,Hunts Point - Mott Haven,2017,Bronx
9757,Hunts Point - Mott Haven,2021,Bronx
9758,Elmhurst and Corona (CD4),2014,Queens
9759,Lower East Side and Chinatown (CD3),2014,Manhattan
9760,Tottenville and Great Kills (CD3),2012,Staten Island
9761,Lower East Side and Chinatown (CD3),2022,Manhattan
9762,Bedford Stuyvesant (CD3),2022,Brooklyn
9763,Jackson Heights (CD3),2022,Queens
9764,Elmhurst and Corona (CD4),2022,Queens
9765,Elmhurst and Corona (CD4),2022,Queens
9766,Greenwich Village - SoHo,2005,Manhattan
9767,Greenwich Village - SoHo,2017,Manhattan
9768,Mott Haven and Melrose (CD1),2019,Bronx
9769,Mott Haven and Melrose (CD1),2015,Bronx
9770,St. George and Stapleton (CD1),2018,Staten Island
9771,Hunts Point and Longwood (CD2),2017,Bronx
9772,Hunts Point and Longwood (CD2),2015,Bronx
9773,Hunts Point and Longwood (CD2),2019,Bronx
9774,Greenwich Village and Soho (CD2),2015,Manhattan
9775,St. George and Stapleton (CD1),2015,Staten Island
9776,Woodside and Sunnyside (CD2),2010,Queens
9777,Rockaways,2010,Queens
9778,Rockaways,2015,Queens
9779,Coney Island - Sheepshead Bay,2012,Brooklyn
9780,Coney Island - Sheepshead Bay,2015,Brooklyn
9781,Rockaways,2019,Queens
9782,Coney Island - Sheepshead Bay,2019,Brooklyn
9783,Borough Park,2012,Brooklyn
9784,Borough Park,2010,Brooklyn
9785,Borough Park,2019,Brooklyn
9786,Lower Manhattan,2022,Manhattan
9787,Manhattan,2022,Manhattan
9788,Coney Island - Sheepshead Bay,2018,Brooklyn
9789,Coney Island - Sheepshead Bay,2017,Brooklyn
9790,Rockaways,2020,Queens
9791,Coney Island - Sheepshead Bay,2020,Brooklyn
9792,Borough Park,2009,Brooklyn
9793,Borough Park,2011,Brooklyn
9794,Rockaways,2012,Queens
9795,Coney Island - Sheepshead Bay,2015,Brooklyn
9796,High Bridge - Morrisania,2017,Bronx
9797,Coney Island - Sheepshead Bay,2017,Brooklyn
9798,Manhattan,2012,Manhattan
9799,Flushing - Clearview,2009,Queens
9800,Flushing - Clearview,2017,Queens
9801,Flushing - Clearview,2018,Queens
9802,Fordham - Bronx Pk,2008,Bronx
9803,Fordham - Bronx Pk,2013,Bronx
9804,Sunset Park,2019,Brooklyn
9805,Sunset Park,2015,Brooklyn
9806,Sunset Park,2019,Brooklyn
9807,Southern SI,2012,Staten Island
9808,Southern SI,2022,Staten Island
9809,Southern SI,2022,Staten Island
9810,Bedford Stuyvesant - Crown Heights,2008,Brooklyn
9811,Bedford Stuyvesant - Crown Heights,2013,Brooklyn
9812,East Harlem,2008,Manhattan
9813,Fordham - Bronx Pk,2022,Bronx
9814,Ridgewood - Forest Hills,2014,Queens
9815,Hillcrest and Fresh Meadows (CD8),2018,Queens
9816,Rego Park and Forest Hills (CD6),2009,Queens
9817,Rego Park and Forest Hills (CD6),2014,Queens
9818,Rego Park and Forest Hills (CD6),2016,Queens
9819,Park Slope and Carroll Gardens (CD6),2016,Brooklyn
9820,Crown Heights and Prospect Heights (CD8),2017,Brooklyn
9821,Crown Heights and Prospect Heights (CD8),2016,Brooklyn
9822,Crown Heights and Prospect Heights (CD8),2020,Brooklyn
9823,Belmont and East Tremont (CD6),2014,Bronx
9824,Belmont and East Tremont (CD6),2018,Bronx
9825,Riverdale and Fieldston (CD8),2019,Bronx
9826,Crown Heights and Prospect Heights (CD8),2015,Brooklyn
9827,Crown Heights and Prospect Heights (CD8),2019,Brooklyn
9828,Park Slope and Carroll Gardens (CD6),2019,Brooklyn
9829,Clinton and Chelsea (CD4),2010,Manhattan
9830,Bedford Stuyvesant - Crown Heights,2022,Brooklyn
9831,Throgs Neck and Co-op City (CD10),2019,Bronx
9832,Throgs Neck and Co-op City (CD10),2015,Bronx
9833,South Ozone Park and Howard Beach (CD10),2019,Queens
9834,Port Richmond,2012,Staten Island
9835,Port Richmond,2019,Staten Island
9836,Washington Heights,2012,Manhattan
9837,Washington Heights,2019,Manhattan
9838,Kingsbridge - Riverdale,2019,Bronx
9839,Greenpoint,2010,Brooklyn
9840,Washington Heights,2017,Manhattan
9841,Kingsbridge - Riverdale,2020,Bronx
9842,Washington Heights,2012,Manhattan
9843,Kingsbridge - Riverdale,2015,Bronx
9844,Long Island City - Astoria,2005,Queens
9845,Washington Heights,2005,Manhattan
9846,Port Richmond,2005,Staten Island
9847,Greenpoint,2012,Brooklyn
9848,Greenpoint,2015,Brooklyn
9849,Greenpoint,2019,Brooklyn
9850,Bensonhurst - Bay Ridge,2020,Brooklyn
9851,Northern SI,2009,Staten Island
9852,Bay Ridge and Dyker Heights (CD10),2015,Brooklyn
9853,Borough Park (CD12),2017,Brooklyn
9854,Borough Park (CD12),2018,Brooklyn
9855,Borough Park (CD12),2016,Brooklyn
9856,Northern SI,2017,Staten Island
9857,Northern SI,2018,Staten Island
9858,Northern SI,2020,Staten Island
9859,Williamsburg - Bushwick,2018,Brooklyn
9860,Washington Heights,2017,Manhattan
9861,Kingsbridge - Riverdale,2012,Bronx
9862,Kingsbridge - Riverdale,2015,Bronx
9863,Flushing - Clearview,2009,Queens
9864,Flushing - Clearview,2018,Queens
9865,East Harlem,2009,Manhattan
9866,East Harlem,2018,Manhattan
9867,St. George and Stapleton (CD1),2019,Staten Island
9868,St. George and Stapleton (CD1),2019,Staten Island
9869,South Beach and Willowbrook (CD2),2019,Staten Island
9870,South Beach and Willowbrook (CD2),2019,Staten Island
9871,Woodside and Sunnyside (CD2),2015,Queens
9872,South Beach and Willowbrook (CD2),2020,Staten Island
9873,Woodside and Sunnyside (CD2),2018,Queens
9874,East Harlem,2020,Manhattan
9875,East Harlem,2017,Manhattan
9876,Bedford Stuyvesant - Crown Heights,2017,Brooklyn
9877,Pelham - Throgs Neck,2009,Bronx
9878,Flushing - Clearview,2020,Queens
9879,East New York,2017,Brooklyn
9880,High Bridge - Morrisania,2012,Bronx
9881,Bensonhurst - Bay Ridge,2012,Brooklyn
9882,Borough Park,2015,Brooklyn
9883,Union Square - Lower East Side,2017,Manhattan
9884,Lower Manhattan,2017,Manhattan
9885,Rockaways,2017,Queens
9886,Manhattan,2015,Manhattan
9887,Union Square - Lower East Side,2005,Manhattan
9888,Manhattan,2017,Manhattan
9889,High Bridge - Morrisania,2017,Bronx
9890,Lower Manhattan,2005,Manhattan
9891,Southeast Queens,2017,Queens
9892,Coney Island - Sheepshead Bay,2017,Brooklyn
9893,East New York,2012,Brooklyn
9894,East New York,2015,Brooklyn
9895,South Beach - Tottenville,2012,Staten Island
9896,Bayside - Little Neck,2012,Queens
9897,Staten Island,2015,Staten Island
9898,Upper West Side,2016,Manhattan
9899,Staten Island,2019,Staten Island
9900,Upper West Side,2010,Manhattan
9901,Upper West Side,2015,Manhattan
9902,Southeast Queens,2011,Queens
9903,Southeast Queens,2014,Queens
9904,Flatbush and Midwood (CD14),2009,Brooklyn
9905,Flatbush and Midwood (CD14),2011,Brooklyn
9906,Flatbush and Midwood (CD14),2017,Brooklyn
9907,Sunset Park,2011,Brooklyn
9908,Pelham - Throgs Neck,2015,Bronx
9909,Staten Island,2012,Staten Island
9910,Pelham - Throgs Neck,2012,Bronx
9911,Bayside - Little Neck,2012,Queens
9912,Bayside - Little Neck,2015,Queens
9913,East New York,2005,Brooklyn
9914,South Beach - Tottenville,2005,Staten Island
9915,Staten Island,2005,Staten Island
9916,Bayside - Little Neck,2017,Queens
9917,South Beach - Tottenville,2015,Staten Island
9918,Staten Island,2012,Staten Island
9919,Staten Island,2005,Staten Island
9920,Upper West Side,2005,Manhattan
9921,Upper West Side,2017,Manhattan
9922,Stapleton - St. George,2010,Staten Island
9923,West Queens,2015,Queens
9924,West Queens,2012,Queens
9925,West Queens,2012,Queens
9926,West Queens,2015,Queens
9927,Bayside and Little Neck (CD11),2011,Queens
9928,Morris Park and Bronxdale (CD11),2014,Bronx
9929,West Queens,2012,Queens
9930,West Queens,2017,Queens
9931,West Queens,2005,Queens
9932,West Queens,2017,Queens
9933,West Queens,2015,Queens
9934,West Queens,2005,Queens
9935,Stapleton - St. George,2009,Staten Island
9936,Rockaways,2020,Queens
9937,Rockaways,2017,Queens
9938,Rockaways,2018,Queens
9939,Stapleton - St. George,2015,Staten Island
9940,Coney Island - Sheepshead Bay,2022,Brooklyn
9941,East Harlem (CD11),2011,Manhattan
9942,West Queens,2013,Queens
9943,Stapleton - St. George,2009,Staten Island
9944,Coney Island - Sheepshead Bay,2016,Brooklyn
9945,Morningside Heights and Hamilton Heights (CD9),2012,Manhattan
9946,East Harlem (CD11),2010,Manhattan
9947,Bensonhurst (CD11),2009,Brooklyn
9948,Bensonhurst (CD11),2011,Brooklyn
9949,Parkchester and Soundview (CD9),2009,Bronx
9950,Parkchester and Soundview (CD9),2011,Bronx
9951,Parkchester and Soundview (CD9),2017,Bronx
9952,Crotona -Tremont,2012,Bronx
9953,Flushing - Clearview,2017,Queens
9954,Crotona -Tremont,2017,Bronx
9955,Fordham - Bronx Pk,2017,Bronx
9956,Upper East Side,2012,Manhattan
9957,Rego Park and Forest Hills (CD6),2010,Queens
9958,Park Slope and Carroll Gardens (CD6),2012,Brooklyn
9959,Crown Heights and Prospect Heights (CD8),2019,Brooklyn
9960,Crown Heights and Prospect Heights (CD8),2019,Brooklyn
9961,Belmont and East Tremont (CD6),2010,Bronx
9962,Belmont and East Tremont (CD6),2019,Bronx
9963,Riverdale and Fieldston (CD8),2015,Bronx
9964,Hillcrest and Fresh Meadows (CD8),2015,Queens
9965,Rego Park and Forest Hills (CD6),2019,Queens
9966,Clinton and Chelsea (CD4),2009,Manhattan
9967,Clinton and Chelsea (CD4),2014,Manhattan
9968,Clinton and Chelsea (CD4),2018,Manhattan
9969,Southern SI,2009,Staten Island
9970,Southern SI,2017,Staten Island
9971,Southern SI,2018,Staten Island
9972,Southern SI,2020,Staten Island
9973,East Harlem,2008,Manhattan
9974,East Harlem,2019,Manhattan
9975,Willowbrook,2015,Staten Island
9976,Bedford Stuyvesant - Crown Heights,2017,Brooklyn
9977,Willowbrook,2017,Staten Island
9978,Bedford Stuyvesant - Crown Heights,2005,Brooklyn
9979,Ridgewood - Forest Hills,2005,Queens
9980,Ridgewood - Forest Hills,2015,Queens
9981,Hunts Point - Mott Haven,2017,Bronx
9982,Southwest Queens,2005,Queens
9983,Brooklyn,2005,Brooklyn
9984,Brooklyn,2005,Brooklyn
9985,Canarsie - Flatlands,2005,Brooklyn
9986,Gramercy Park - Murray Hill,2017,Manhattan
9987,Bronx,2012,Bronx
9988,Bronx,2012,Bronx
9989,East Flatbush (CD17),2022,Brooklyn
9990,Highbridge and Concourse (CD4),2012,Bronx
9991,Flatlands and Canarsie (CD18),2016,Brooklyn
9992,Highbridge and Concourse (CD4),2009,Bronx
9993,Highbridge and Concourse (CD4),2016,Bronx
9994,Elmhurst and Corona (CD4),2020,Queens
9995,Jamaica,2011,Queens
9996,Jamaica,2014,Queens
9997,Jamaica,2016,Queens
9998,Jamaica,2020,Queens
9999,Hunts Point - Mott Haven,2017,Bronx
10000,Hunts Point - Mott Haven,2020,Bronx
10001,Jackson Heights (CD3),2016,Queens
10002,West Queens,2017,Queens
10003,West Queens,2021,Queens
10004,Kingsbridge - Riverdale,2014,Bronx
10005,Northeast Bronx,2013,Bronx
10006,Northeast Bronx,2009,Bronx
10007,Ridgewood - Forest Hills,2017,Queens
10008,Central Harlem - Morningside Heights,2009,Manhattan
10009,Kingsbridge - Riverdale,2016,Bronx
10010,West Queens,2017,Queens
10011,Southwest Queens,2017,Queens
10012,Southwest Queens,2018,Queens
10013,Gramercy Park - Murray Hill,2015,Manhattan
10014,Gramercy Park - Murray Hill,2015,Manhattan
10015,Southwest Queens,2012,Queens
10016,Canarsie - Flatlands,2021,Brooklyn
10017,Greenwich Village - SoHo,2022,Manhattan
10018,Southwest Queens,2012,Queens
10019,Southwest Queens,2022,Queens
10020,Brooklyn,2022,Brooklyn
10021,Canarsie - Flatlands,2022,Brooklyn
10022,Lower East Side and Chinatown (CD3),2020,Manhattan
10023,Southwest Queens,2017,Queens
10024,Greenwich Village - SoHo,2018,Manhattan
10025,Bronx,2009,Bronx
10026,Bronx,2017,Bronx
10027,Southwest Queens,2020,Queens
10028,Hunts Point - Mott Haven,2017,Bronx
10029,Canarsie - Flatlands,2012,Brooklyn
10030,Gramercy Park - Murray Hill,2015,Manhattan
10031,Greenwich Village - SoHo,2012,Manhattan
10032,Greenwich Village - SoHo,2015,Manhattan
10033,Bronx,2015,Bronx
10034,Jamaica,2015,Queens
10035,Brooklyn,2012,Brooklyn
10036,Brooklyn,2015,Brooklyn
10037,Brooklyn,2017,Brooklyn
10038,Hunts Point - Mott Haven,2012,Bronx
10039,Bronx,2021,Bronx
10040,Jamaica,2018,Queens
10041,Jamaica,2021,Queens
10042,Ridgewood - Forest Hills,2014,Queens
10043,Central Harlem - Morningside Heights,2022,Manhattan
10044,Southwest Queens,2022,Queens
10045,East Flatbush - Flatbush,2012,Brooklyn
10046,Fordham and University Heights (CD5),2018,Bronx
10047,Fresh Meadows,2014,Queens
10048,Downtown - Heights - Slope,2018,Brooklyn
10049,Southwest Queens,2013,Queens
10050,Southwest Queens,2021,Queens
10051,Ridgewood and Maspeth (CD5),2014,Queens
10052,East New York and Starrett City (CD5),2011,Brooklyn
10053,East New York and Starrett City (CD5),2009,Brooklyn
10054,East New York and Starrett City (CD5),2014,Brooklyn
10055,East New York and Starrett City (CD5),2016,Brooklyn
10056,Brownsville (CD16),2015,Brooklyn
10057,Brownsville (CD16),2019,Brooklyn
10058,East New York and Starrett City (CD5),2015,Brooklyn
10059,Midtown (CD5),2015,Manhattan
10060,Northeast Bronx,2015,Bronx
10061,Northeast Bronx,2019,Bronx
10062,Central Harlem - Morningside Heights,2020,Manhattan
10063,Central Harlem - Morningside Heights,2012,Manhattan
10064,Chelsea - Clinton,2009,Manhattan
10065,Chelsea - Clinton,2017,Manhattan
10066,Fresh Meadows,2015,Queens
10067,Ridgewood and Maspeth (CD5),2019,Queens
10068,Ridgewood and Maspeth (CD5),2015,Queens
10069,Brownsville (CD16),2018,Brooklyn
10070,Ridgewood and Maspeth (CD5),2020,Queens
10071,Midtown (CD5),2009,Manhattan
10072,Midtown (CD5),2011,Manhattan
10073,Midtown (CD5),2014,Manhattan
10074,Midtown (CD5),2017,Manhattan
10075,Fresh Meadows,2019,Queens
10076,Union Square - Lower East Side,2005,Manhattan
10077,Manhattan,2017,Manhattan
10078,Southeast Queens,2005,Queens
10079,Rockaways,2017,Queens
10080,Bensonhurst - Bay Ridge,2005,Brooklyn
10081,Borough Park,2005,Brooklyn
10082,Lower Manhattan,2017,Manhattan
10083,High Bridge - Morrisania,2005,Bronx
10084,Coney Island - Sheepshead Bay,2005,Brooklyn
10085,Bensonhurst - Bay Ridge,2017,Brooklyn
10086,High Bridge - Morrisania,2022,Bronx
10087,Southeast Queens,2020,Queens
10088,Bensonhurst - Bay Ridge,2020,Brooklyn
10089,Rockaways,2011,Queens
10090,Rockaways,2015,Queens
10091,Coney Island - Sheepshead Bay,2015,Brooklyn
10092,Rockaways,2018,Queens
10093,Rockaways,2020,Queens
10094,Coney Island - Sheepshead Bay,2009,Brooklyn
10095,Coney Island - Sheepshead Bay,2018,Brooklyn
10096,Coney Island - Sheepshead Bay,2020,Brooklyn
10097,Borough Park,2011,Brooklyn
10098,Borough Park,2009,Brooklyn
10099,Borough Park,2020,Brooklyn
10100,Union Square - Lower East Side,2012,Manhattan
10101,High Bridge - Morrisania,2017,Bronx
10102,Union Square - Lower East Side,2017,Manhattan
10103,Coney Island - Sheepshead Bay,2005,Brooklyn
10104,Manhattan,2015,Manhattan
10105,Upper East Side,2005,Manhattan
10106,Upper East Side,2017,Manhattan
10107,Bedford Stuyvesant - Crown Heights,2005,Brooklyn
10108,East Harlem,2005,Manhattan
10109,East Harlem,2017,Manhattan
10110,Upper East Side,2005,Manhattan
10111,Sunset Park,2017,Brooklyn
10112,Crotona -Tremont,2017,Bronx
10113,Flushing - Clearview,2005,Queens
10114,Bedford Stuyvesant - Crown Heights,2017,Brooklyn
10115,Sunset Park,2005,Brooklyn
10116,Flushing - Clearview,2017,Queens
10117,Ridgewood - Forest Hills,2017,Queens
10118,Fordham - Bronx Pk,2008,Bronx
10119,Crotona -Tremont,2017,Bronx
10120,Flushing - Clearview,2011,Queens
10121,Flushing - Clearview,2014,Queens
10122,Ridgewood - Forest Hills,2014,Queens
10123,Upper East Side,2017,Manhattan
10124,Ridgewood - Forest Hills,2005,Queens
10125,Flushing - Clearview,2017,Queens
10126,East Harlem,2005,Manhattan
10127,Upper East Side,2012,Manhattan
10128,East Harlem,2015,Manhattan
10129,Crotona -Tremont,2017,Bronx
10130,Sunset Park,2017,Brooklyn
10131,Fordham - Bronx Pk,2017,Bronx
10132,East Harlem,2017,Manhattan
10133,Union Square - Lower East Side,2012,Manhattan
10134,Lower Manhattan,2015,Manhattan
10135,Manhattan,2012,Manhattan
10136,Southeast Queens,2012,Queens
10137,Southeast Queens,2015,Queens
10138,High Bridge - Morrisania,2017,Bronx
10139,Coney Island - Sheepshead Bay,2005,Brooklyn
10140,Rockaways,2017,Queens
10141,Lower Manhattan,2017,Manhattan
10142,High Bridge - Morrisania,2005,Bronx
10143,Southeast Queens,2017,Queens
10144,Borough Park,2017,Brooklyn
10145,Bensonhurst - Bay Ridge,2017,Brooklyn
10146,Union Square - Lower East Side,2005,Manhattan
10147,Lower Manhattan,2005,Manhattan
10148,Southeast Queens,2005,Queens
10149,Borough Park,2005,Brooklyn
10150,Lower Manhattan,2017,Manhattan
10151,Coney Island - Sheepshead Bay,2017,Brooklyn
10152,Coney Island - Sheepshead Bay,2005,Brooklyn
10153,Rockaways,2017,Queens
10154,Southeast Queens,2017,Queens
10155,Union Square - Lower East Side,2017,Manhattan
10156,Manhattan,2005,Manhattan
10157,East New York,2018,Brooklyn
10158,Borough Park,2005,Brooklyn
10159,Southeast Queens,2005,Queens
10160,Ridgewood - Forest Hills,2017,Queens
10161,Ridgewood - Forest Hills,2018,Queens
10162,Ridgewood - Forest Hills,2016,Queens
10163,Greenpoint,2018,Brooklyn
10164,Greenpoint,2017,Brooklyn
10165,Kingsbridge - Riverdale,2020,Bronx
10166,Northeast Bronx,2010,Bronx
10167,Washington Heights,2010,Manhattan
10168,Central Harlem - Morningside Heights,2011,Manhattan
10169,Central Harlem - Morningside Heights,2010,Manhattan
10170,Ridgewood - Forest Hills,2020,Queens
10171,Central Harlem - Morningside Heights,2011,Manhattan
10172,Southwest Queens,2015,Queens
10173,Southwest Queens,2019,Queens
10174,Canarsie - Flatlands,2012,Brooklyn
10175,Hunts Point - Mott Haven,2012,Bronx
10176,Hunts Point - Mott Haven,2010,Bronx
10177,Bronx,2010,Bronx
10178,Bronx,2015,Bronx
10179,Highbridge and Concourse (CD4),2013,Bronx
10180,Highbridge and Concourse (CD4),2012,Bronx
10181,Gramercy Park - Murray Hill,2012,Manhattan
10182,Brooklyn,2012,Brooklyn
10183,Canarsie - Flatlands,2012,Brooklyn
10184,Canarsie - Flatlands,2015,Brooklyn
10185,East Flatbush - Flatbush,2017,Brooklyn
10186,Gramercy Park - Murray Hill,2017,Manhattan
10187,Jamaica,2015,Queens
10188,Southwest Queens,2015,Queens
10189,Southwest Queens,2015,Queens
10190,Bayside - Little Neck,2005,Queens
10191,South Beach - Tottenville,2017,Staten Island
10192,Williamsburg - Bushwick,2005,Brooklyn
10193,Staten Island,2005,Staten Island
10194,Upper West Side,2005,Manhattan
10195,Pelham - Throgs Neck,2017,Bronx
10196,Pelham - Throgs Neck,2005,Bronx
10197,Williamsburg - Bushwick,2017,Brooklyn
10198,East New York,2017,Brooklyn
10199,Pelham - Throgs Neck,2019,Bronx
10200,Upper West Side,2017,Manhattan
10201,Pelham - Throgs Neck,2013,Bronx
10202,Williamsburg - Bushwick,2009,Brooklyn
10203,Williamsburg - Bushwick,2015,Brooklyn
10204,Upper West Side,2018,Manhattan
10205,South Beach - Tottenville,2017,Staten Island
10206,Williamsburg - Bushwick,2005,Brooklyn
10207,Bayside - Little Neck,2012,Queens
10208,Bayside - Little Neck,2015,Queens
10209,Williamsburg - Bushwick,2015,Brooklyn
10210,Williamsburg - Bushwick,2012,Brooklyn
10211,Upper West Side,2005,Manhattan
10212,Pelham - Throgs Neck,2005,Bronx
10213,Williamsburg - Bushwick,2017,Brooklyn
10214,Williamsburg - Bushwick,2005,Brooklyn
10215,Bayside - Little Neck,2017,Queens
10216,Pelham - Throgs Neck,2017,Bronx
10217,Upper West Side,2005,Manhattan
10218,Greenpoint,2005,Brooklyn
10219,Long Island City - Astoria,2005,Queens
10220,Washington Heights,2017,Manhattan
10221,Long Island City - Astoria,2005,Queens
10222,Port Richmond,2017,Staten Island
10223,Long Island City - Astoria,2017,Queens
10224,Port Richmond,2005,Staten Island
10225,Greenpoint,2005,Brooklyn
10226,Greenpoint,2017,Brooklyn
10227,Kingsbridge - Riverdale,2008,Bronx
10228,Port Richmond,2022,Staten Island
10229,Washington Heights,2008,Manhattan
10230,Washington Heights,2009,Manhattan
10231,Washington Heights,2018,Manhattan
10232,Port Richmond,2020,Staten Island
10233,Washington Heights,2020,Manhattan
10234,Kingsbridge - Riverdale,2015,Bronx
10235,Kingsbridge - Riverdale,2005,Bronx
10236,Long Island City - Astoria,2017,Queens
10237,Kingsbridge - Riverdale,2017,Bronx
10238,Washington Heights,2017,Manhattan
10239,Washington Heights,2012,Manhattan
10240,Long Island City - Astoria,2017,Queens
10241,Long Island City - Astoria,2005,Queens
10242,Port Richmond,2005,Staten Island
10243,Greenpoint,2017,Brooklyn
10244,Washington Heights,2005,Manhattan
10245,Kingsbridge - Riverdale,2017,Bronx
10246,Bedford Stuyvesant - Crown Heights,2017,Brooklyn
10247,Crotona -Tremont,2005,Bronx
10248,Ridgewood - Forest Hills,2017,Queens
10249,Flushing - Clearview,2017,Queens
10250,Flushing - Clearview,2005,Queens
10251,Sunset Park,2005,Brooklyn
10252,East Harlem,2005,Manhattan
10253,Upper East Side,2005,Manhattan
10254,Bedford Stuyvesant - Crown Heights,2017,Brooklyn
10255,East Harlem,2017,Manhattan
10256,Flushing - Clearview,2005,Queens
10257,Crotona -Tremont,2005,Bronx
10258,Upper East Side,2017,Manhattan
10259,Bedford Stuyvesant - Crown Heights,2009,Brooklyn
10260,Fordham - Bronx Pk,2005,Bronx
10261,Willowbrook,2005,Staten Island
10262,Willowbrook,2017,Staten Island
